gbifID	datasetKey	occurrenceID	kingdom	phylum	class	order	family	genus	species	infraspecificEpithet	taxonRank	scientificName	verbatimScientificName	verbatimScientificNameAuthorship	countryCode	locality	stateProvince	occurrenceStatus	individualCount	publishingOrgKey	decimalLatitude	decimalLongitude	coordinateUncertaintyInMeters	coordinatePrecision	elevation	elevationAccuracy	depth	depthAccuracy	eventDate	day	month	year	taxonKey	speciesKey	basisOfRecord	institutionCode	collectionCode	catalogNumber	recordNumber	identifiedBy	dateIdentified	license	rightsHolder	recordedBy	typeStatus	establishmentMeans	lastInterpreted	mediaType	issue
4396574384	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1589755805	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	Larus delawarensis		SPECIES	Larus delawarensis Ord, 1815	Larus delawarensis		US	Sound View Park	New York	PRESENT	20	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-12-26T00:00:00	26	12	2022	2481134	2481134	HUMAN_OBSERVATION	CLO	EBIRD	OBS1589755805				CC_BY_4_0		obsr59592			2023-08-25T15:25:44.635Z		CONTINENT_DERIVED_FROM_COORDINATES
4396543714	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1549840721	Animalia	Chordata	Aves	Passeriformes	Certhiidae	Certhia	Certhia americana		SPECIES	Certhia americana Bonaparte, 1838	Certhia americana		US	Sound View Park	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-10-28T00:00:00	28	10	2022	9581157	9581157	HUMAN_OBSERVATION	CLO	EBIRD	OBS1549840721				CC_BY_4_0		obsr1371176			2023-08-25T15:25:08.026Z		CONTINENT_DERIVED_FROM_COORDINATES
4396342613	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1399103302	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	Falco sparverius		SPECIES	Falco sparverius Linnaeus, 1758	Falco sparverius		US	Sound View Park	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2021-01-24T00:00:00	24	1	2021	9685907	9685907	HUMAN_OBSERVATION	CLO	EBIRD	OBS1399103302				CC_BY_4_0		obsr1301114			2023-08-25T15:51:40.701Z		CONTINENT_DERIVED_FROM_COORDINATES
4395967329	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1399103305	Animalia	Chordata	Aves	Anseriformes	Anatidae	Mareca	Mareca strepera		SPECIES	Mareca strepera (Linnaeus, 1758)	Mareca strepera		US	Sound View Park	New York	PRESENT	3	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2021-01-24T00:00:00	24	1	2021	9362027	9362027	HUMAN_OBSERVATION	CLO	EBIRD	OBS1399103305				CC_BY_4_0		obsr1301114			2023-08-25T15:52:40.016Z		CONTINENT_DERIVED_FROM_COORDINATES
4395045726	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1589672140	Animalia	Chordata	Aves	Piciformes	Picidae	Dryobates	Dryobates pubescens		SPECIES	Dryobates pubescens (Linnaeus, 1766)	Dryobates pubescens		US	Sound View Park	New York	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2021-01-24T00:00:00	24	1	2021	9149595	9149595	HUMAN_OBSERVATION	CLO	EBIRD	OBS1589672140				CC_BY_4_0		obsr1332259			2023-08-25T15:27:52.214Z		CONTINENT_DERIVED_FROM_COORDINATES
4394581753	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1549840709	Animalia	Chordata	Aves	Passeriformes	Passerellidae	Melospiza	Melospiza georgiana		SPECIES	Melospiza georgiana (Latham, 1790)	Melospiza georgiana		US	Sound View Park	New York	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-10-28T00:00:00	28	10	2022	2492235	2492235	HUMAN_OBSERVATION	CLO	EBIRD	OBS1549840709				CC_BY_4_0		obsr1371176			2023-08-25T15:54:24.278Z		CONTINENT_DERIVED_FROM_COORDINATES
4393777264	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1538376048	Animalia	Chordata	Aves	Apodiformes	Apodidae	Chaetura	Chaetura pelagica		SPECIES	Chaetura pelagica (Linnaeus, 1758)	Chaetura pelagica		US	Sound View Park	New York	PRESENT	5	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-10-11T00:00:00	11	10	2022	4409023	4409023	HUMAN_OBSERVATION	CLO	EBIRD	OBS1538376048				CC_BY_4_0		obsr806887			2023-08-25T15:25:07.134Z		CONTINENT_DERIVED_FROM_COORDINATES
4393588951	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1589757631	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	Larus marinus		SPECIES	Larus marinus Linnaeus, 1758	Larus marinus		US	Sound View Park	New York	PRESENT	4	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-12-26T00:00:00	26	12	2022	2481172	2481172	HUMAN_OBSERVATION	CLO	EBIRD	OBS1589757631				CC_BY_4_0		obsr59592			2023-08-25T15:24:58.073Z		CONTINENT_DERIVED_FROM_COORDINATES
4393492727	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1589502101	Animalia	Chordata	Aves	Accipitriformes	Accipitridae	Accipiter	Accipiter cooperii		SPECIES	Accipiter cooperii (Bonaparte, 1828)	Accipiter cooperii		US	Sound View Park	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-12-26T00:00:00	26	12	2022	2480621	2480621	HUMAN_OBSERVATION	CLO	EBIRD	OBS1589502101				CC_BY_4_0		obsr1086960			2023-08-25T15:54:27.530Z		CONTINENT_DERIVED_FROM_COORDINATES
4393142117	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1595370744	Animalia	Chordata	Aves	Passeriformes	Passerellidae	Melospiza	Melospiza melodia		SPECIES	Melospiza melodia (A.Wilson, 1810)	Melospiza melodia		US	Sound View Park	New York	PRESENT	8	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-10-25T00:00:00	25	10	2022	2492196	2492196	HUMAN_OBSERVATION	CLO	EBIRD	OBS1595370744				CC_BY_4_0		obsr1371176			2023-08-25T15:25:19.313Z		CONTINENT_DERIVED_FROM_COORDINATES
4391833412	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1589755816	Animalia	Chordata	Aves	Passeriformes	Troglodytidae	Thryothorus	Thryothorus ludovicianus		SPECIES	Thryothorus ludovicianus (Latham, 1790)	Thryothorus ludovicianus		US	Sound View Park	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-12-26T00:00:00	26	12	2022	2493801	2493801	HUMAN_OBSERVATION	CLO	EBIRD	OBS1589755816				CC_BY_4_0		obsr59592			2023-08-25T15:56:00.435Z		CONTINENT_DERIVED_FROM_COORDINATES
4391233489	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1519160884	Animalia	Chordata	Aves	Passeriformes	Parulidae	Setophaga	Setophaga ruticilla		SPECIES	Setophaga ruticilla (Linnaeus, 1758)	Setophaga ruticilla		US	Sound View Park	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-09-15T00:00:00	15	9	2022	2489985	2489985	HUMAN_OBSERVATION	CLO	EBIRD	OBS1519160884				CC_BY_4_0		obsr806887			2023-08-25T15:24:12.496Z		CONTINENT_DERIVED_FROM_COORDINATES
4390923802	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1461194156	Animalia	Chordata	Aves	Passeriformes	Passeridae	Passer	Passer domesticus		SPECIES	Passer domesticus (Linnaeus, 1758)	Passer domesticus		US	Soundview Park Greenway, New York US-NY 40.81189, -73.86659	New York	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.811893	-73.866585							2022-06-17T00:00:00	17	6	2022	5231190	5231190	HUMAN_OBSERVATION	CLO	EBIRD	OBS1461194156				CC_BY_4_0		obsr1301114			2023-08-25T15:23:38.762Z		CONTINENT_DERIVED_FROM_COORDINATES
4390738504	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1549840718	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos		SPECIES	Anas platyrhynchos Linnaeus, 1758	Anas platyrhynchos		US	Sound View Park	New York	PRESENT	5	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-10-28T00:00:00	28	10	2022	9761484	9761484	HUMAN_OBSERVATION	CLO	EBIRD	OBS1549840718				CC_BY_4_0		obsr1371176			2023-08-25T15:25:30.046Z		CONTINENT_DERIVED_FROM_COORDINATES
4390565107	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1399103304	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	Ardea herodias		SPECIES	Ardea herodias Linnaeus, 1758	Ardea herodias		US	Sound View Park	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2021-01-24T00:00:00	24	1	2021	9630752	9630752	HUMAN_OBSERVATION	CLO	EBIRD	OBS1399103304				CC_BY_4_0		obsr1301114			2023-08-25T15:22:56.708Z		CONTINENT_DERIVED_FROM_COORDINATES
4390133692	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1589672139	Animalia	Chordata	Aves	Falconiformes	Falconidae	Falco	Falco sparverius		SPECIES	Falco sparverius Linnaeus, 1758	Falco sparverius		US	Sound View Park	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2021-01-24T00:00:00	24	1	2021	9685907	9685907	HUMAN_OBSERVATION	CLO	EBIRD	OBS1589672139				CC_BY_4_0		obsr1332259			2023-08-25T15:55:42.744Z		CONTINENT_DERIVED_FROM_COORDINATES
4390076106	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1589502121	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas platyrhynchos		SPECIES	Anas platyrhynchos Linnaeus, 1758	Anas platyrhynchos		US	Sound View Park	New York	PRESENT	83	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-12-26T00:00:00	26	12	2022	9761484	9761484	HUMAN_OBSERVATION	CLO	EBIRD	OBS1589502121				CC_BY_4_0		obsr1086960			2023-08-25T15:55:03.810Z		CONTINENT_DERIVED_FROM_COORDINATES
4389880545	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1374172294	Animalia	Chordata	Aves	Anseriformes	Anatidae	Aythya	Aythya marila		SPECIES	Aythya marila (Linnaeus, 1761)	Aythya marila		US	Bronx River, Mouth to Hunts Point Riverside Park	New York	PRESENT	10	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81312	-73.87059							2022-03-10T00:00:00	10	3	2022	2498265	2498265	HUMAN_OBSERVATION	CLO	EBIRD	OBS1374172294				CC_BY_4_0		obsr806887			2023-08-25T15:24:55.035Z		CONTINENT_DERIVED_FROM_COORDINATES
4389750667	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1581341377	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	Larus argentatus		SPECIES	Larus argentatus Pontoppidan, 1763	Larus argentatus		US	Sound View Park	New York	PRESENT	6	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-12-14T00:00:00	14	12	2022	2481139	2481139	HUMAN_OBSERVATION	CLO	EBIRD	OBS1581341377				CC_BY_4_0		obsr806887			2023-08-25T15:24:58.549Z		CONTINENT_DERIVED_FROM_COORDINATES
4389615892	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1461194141	Animalia	Chordata	Aves	Passeriformes	Mimidae	Dumetella	Dumetella carolinensis		SPECIES	Dumetella carolinensis (Linnaeus, 1766)	Dumetella carolinensis		US	Soundview Park Greenway, New York US-NY 40.81189, -73.86659	New York	PRESENT	1	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.811893	-73.866585							2022-06-17T00:00:00	17	6	2022	2494936	2494936	HUMAN_OBSERVATION	CLO	EBIRD	OBS1461194141				CC_BY_4_0		obsr1301114			2023-08-25T15:51:28.241Z		CONTINENT_DERIVED_FROM_COORDINATES
4389309745	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1399103298	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	Larus delawarensis		SPECIES	Larus delawarensis Ord, 1815	Larus delawarensis		US	Sound View Park	New York	PRESENT	39	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2021-01-24T00:00:00	24	1	2021	2481134	2481134	HUMAN_OBSERVATION	CLO	EBIRD	OBS1399103298				CC_BY_4_0		obsr1301114			2023-08-25T15:22:48.345Z		CONTINENT_DERIVED_FROM_COORDINATES
4388281375	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1399103297	Animalia	Chordata	Aves	Anseriformes	Anatidae	Branta	Branta canadensis		SPECIES	Branta canadensis (Linnaeus, 1758)	Branta canadensis		US	Sound View Park	New York	PRESENT	20	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2021-01-24T00:00:00	24	1	2021	5232437	5232437	HUMAN_OBSERVATION	CLO	EBIRD	OBS1399103297				CC_BY_4_0		obsr1301114			2023-08-25T15:23:29.688Z		CONTINENT_DERIVED_FROM_COORDINATES
4388183654	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1576242387	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	Larus argentatus		SPECIES	Larus argentatus Pontoppidan, 1763	Larus argentatus		US	Sound View Park	New York	PRESENT	47	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-12-06T00:00:00	6	12	2022	2481139	2481139	HUMAN_OBSERVATION	CLO	EBIRD	OBS1576242387				CC_BY_4_0		obsr419069			2023-08-25T15:25:15.869Z		CONTINENT_DERIVED_FROM_COORDINATES
4387592297	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1407140031	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Nyctanassa	Nyctanassa violacea		SPECIES	Nyctanassa violacea (Linnaeus, 1758)	Nyctanassa violacea		US	Bronx River, Mouth to Hunts Point Riverside Park	New York	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81312	-73.87059							2022-04-28T00:00:00	28	4	2022	2480953	2480953	HUMAN_OBSERVATION	CLO	EBIRD	OBS1407140031				CC_BY_4_0		obsr806887			2023-08-25T15:23:01.216Z		CONTINENT_DERIVED_FROM_COORDINATES
4387461382	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1589755823	Animalia	Chordata	Aves	Pelecaniformes	Ardeidae	Ardea	Ardea herodias		SPECIES	Ardea herodias Linnaeus, 1758	Ardea herodias		US	Sound View Park	New York	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-12-26T00:00:00	26	12	2022	9630752	9630752	HUMAN_OBSERVATION	CLO	EBIRD	OBS1589755823				CC_BY_4_0		obsr59592			2023-08-25T15:25:26.023Z		CONTINENT_DERIVED_FROM_COORDINATES
4386892405	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1576242382	Animalia	Chordata	Aves	Anseriformes	Anatidae	Anas	Anas rubripes		SPECIES	Anas rubripes Brewster, 1902	Anas rubripes		US	Sound View Park	New York	PRESENT	12	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-12-06T00:00:00	6	12	2022	9581438	9581438	HUMAN_OBSERVATION	CLO	EBIRD	OBS1576242382				CC_BY_4_0		obsr419069			2023-08-25T15:55:46.042Z		CONTINENT_DERIVED_FROM_COORDINATES
4386335006	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1482972625	Animalia	Chordata	Aves	Charadriiformes	Laridae	Larus	Larus marinus		SPECIES	Larus marinus Linnaeus, 1758	Larus marinus		US	Bronx River, Mouth to Hunts Point Riverside Park	New York	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81312	-73.87059							2022-07-20T00:00:00	20	7	2022	2481172	2481172	HUMAN_OBSERVATION	CLO	EBIRD	OBS1482972625				CC_BY_4_0		obsr538954			2023-08-25T15:53:10.613Z		CONTINENT_DERIVED_FROM_COORDINATES
4384997992	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1549840719	Animalia	Chordata	Aves	Passeriformes	Passerellidae	Melospiza	Melospiza melodia		SPECIES	Melospiza melodia (A.Wilson, 1810)	Melospiza melodia		US	Sound View Park	New York	PRESENT	6	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-10-28T00:00:00	28	10	2022	2492196	2492196	HUMAN_OBSERVATION	CLO	EBIRD	OBS1549840719				CC_BY_4_0		obsr1371176			2023-08-25T15:55:17.813Z		CONTINENT_DERIVED_FROM_COORDINATES
4384000053	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1589755819	Animalia	Chordata	Aves	Suliformes	Phalacrocoracidae	Phalacrocorax	Phalacrocorax auritus		SPECIES	Nannopterum auritum (R.P.Lesson, 1831)	Nannopterum auritum		US	Sound View Park	New York	PRESENT	2	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-12-26T00:00:00	26	12	2022	9275717	2481875	HUMAN_OBSERVATION	CLO	EBIRD	OBS1589755819				CC_BY_4_0		obsr59592			2023-08-25T15:57:41.516Z		CONTINENT_DERIVED_FROM_COORDINATES
4383984571	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1589672134	Animalia	Chordata	Aves	Anseriformes	Anatidae	Bucephala	Bucephala albeola		SPECIES	Bucephala albeola (Linnaeus, 1758)	Bucephala albeola		US	Sound View Park	New York	PRESENT	42	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2021-01-24T00:00:00	24	1	2021	2498329	2498329	HUMAN_OBSERVATION	CLO	EBIRD	OBS1589672134				CC_BY_4_0		obsr1332259			2023-08-25T15:25:53.766Z		CONTINENT_DERIVED_FROM_COORDINATES
4383915022	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1519160893	Animalia	Chordata	Aves	Passeriformes	Sturnidae	Sturnus	Sturnus vulgaris		SPECIES	Sturnus vulgaris Linnaeus, 1758	Sturnus vulgaris		US	Sound View Park	New York	PRESENT	8	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2022-09-15T00:00:00	15	9	2022	9809229	9809229	HUMAN_OBSERVATION	CLO	EBIRD	OBS1519160893				CC_BY_4_0		obsr806887			2023-08-25T15:24:31.479Z		CONTINENT_DERIVED_FROM_COORDINATES
4383753715	4fa7b334-ce0d-4e88-aaae-2e0c138d049e	URN:catalog:CLO:EBIRD:OBS1399103301	Animalia	Chordata	Aves	Passeriformes	Passerellidae	Melospiza	Melospiza melodia		SPECIES	Melospiza melodia (A.Wilson, 1810)	Melospiza melodia		US	Sound View Park	New York	PRESENT	6	e2e717bf-551a-4917-bdc9-4fa0f342c530	40.81709	-73.87536							2021-01-24T00:00:00	24	1	2021	2492196	2492196	HUMAN_OBSERVATION	CLO	EBIRD	OBS1399103301				CC_BY_4_0		obsr1301114			2023-08-25T15:53:34.346Z		CONTINENT_DERIVED_FROM_COORDINATES
